summonerId,summonerLevel,tier,rank,leaguePoints,plays,wins,mostPositionId,mostPosition,mostChampionIds
AJZtiCKd8qVOVH9vrtKc6AlyA9VpnJf7Q70_U5tiLl81-tR19dNDP115ww,46,GRANDMASTER,I,793,218,140,1,TOP,"[80, 2, 58, 266, 68]"
i_R2_3ns-o4sNyh2D8pzkJPl6Zox6z7Yb_FWpvcipC9wFgy8nOmaNRBFkw,438,GRANDMASTER,I,789,273,158,5,UTILITY,"[497, 12, 526, 111, 555]"
LHtg2TIE41tqa5Vavq6eG4iTcFlEqktFhguGAuVklHc-I08-qCGKNBEL8A,100,GRANDMASTER,I,788,512,280,4,BOTTOM,"[429, 498, 145, 119, 222]"
80z6lXKCp8DWz0HUSLta67-RlAa7NXoXF-FNaCbMctUWrDl8ot6PL8Lnew,338,GRANDMASTER,I,788,737,388,5,UTILITY,"[12, 526, 497, 111, 53]"
_de-to-bk6qeVpbpSjHMoFWhW-h9FD-PtQ8DWlto-UwB4Y0,521,GRANDMASTER,I,788,272,163,5,UTILITY,"[497, 12, 22, 111, 53]"
OTxoSPTyP9Ms6ZumOPZLP_zKpPfNzDH5ofbjZIB0fl6jBvc,623,GRANDMASTER,I,787,766,403,3,MIDDLE,"[61, 517, 7, 777, 126]"
FP4aOxK6DM9eErsDarHxkKf6jQrpgLUdqtaN14yVLl22tFvYkwjzS-Y5Cw,118,GRANDMASTER,I,787,331,186,2,JUNGLE,"[76, 64, 104, 163, 60]"
FuWnfbnBIjnbhHLnm9LlzqEACoUe_5UPPae88-7V7VfL32w,1005,GRANDMASTER,I,787,1114,583,1,TOP,"[57, 266, 19, 58, 111]"
rdmij9syuLsjKx5M3F7llR44fwEgOebxWz5tjQH-O0WS6utiSGgUCtvx-w,505,GRANDMASTER,I,786,785,414,3,MIDDLE,"[18, 61, 126, 84, 7]"
y0HtFU0kVyrB3_ImHq5TzZHI0Au4QHk2nSweInQW_f8W1ro,298,GRANDMASTER,I,786,295,171,2,JUNGLE,"[254, 79, 64, 59, 163]"
NaZ0RPKEVoyK75Sp77yus5K0OvaqQH4TeqohGSNEIqEw5f0,387,GRANDMASTER,I,785,563,301,1,TOP,"[39, 84, 897, 114, 777]"
-TY3Obn0k-PKNwKlFruUUZTPmXcYkW2MXtm7b180jlffQCw,745,GRANDMASTER,I,785,519,277,1,TOP,"[777, 157, 24, 887, 54]"
XjDHGJa1FGd6EWNY11omTJdL9NQ61XdesjGm1ezxYpw-g5GMZz08tIEVWw,152,GRANDMASTER,I,783,1014,534,1,TOP,"[77, 19, 80, 36, 516]"
814Ad9UNpDzef3WM5ufA4Mm4jkUHHCJYVe2ut9uNI2hBDbc,257,GRANDMASTER,I,783,301,175,2,JUNGLE,"[64, 104, 76, 59, 200]"
35RlnEAQ5Lvja_1xkrJ9tJFtij3C-ktxqpGcFWssNNSB6ou5G1CwrrwFDA,376,GRANDMASTER,I,783,1335,697,2,JUNGLE,"[64, 76, 163, 234, 104]"
M-FKeCPfikSJTrXHpROhBx3GN8nGYdCYJVGPgjdEn23LGj4,512,GRANDMASTER,I,782,459,269,3,MIDDLE,"[79, 166, 777, 61, 517]"
t2ePX6W1kapgJ07MYYj68hw3dsrkkCiQcHUTtjyaFWm75IpeOdXvi1RuoQ,196,GRANDMASTER,I,781,742,393,4,BOTTOM,"[145, 498, 110, 221, 429]"
L0nCikSVDa6auN2j0M__U2dqzYVFS5RWZIp7-tzj_9B5Y3bV3ZZN3pga4w,118,GRANDMASTER,I,781,325,186,2,JUNGLE,"[59, 234, 64, 121, 76]"
2C5ab5yz7lMFwVQ4Qyb1f46xgrCBvittbVziMXv07zHCmrrQnVSpes1bGw,210,GRANDMASTER,I,780,893,468,4,BOTTOM,"[81, 145, 897, 235, 221]"
2qcjhrIC5k8TE9gbi8G07r4VGg31nowPTHvkF2eN8sVp3P7DYPgP9JTweQ,388,GRANDMASTER,I,780,833,438,2,JUNGLE,"[64, 104, 163, 203, 234]"
sd_eSPGvcVksYswChp5pJFqaaPkk4ZZeTaGM3FfK_yjB0IVG,502,GRANDMASTER,I,779,627,331,5,UTILITY,"[497, 526, 12, 555, 111]"
MASd8HJGKiPDij1wX4-cnSMMr9UJ0_plUNj-r7D8QCLzYpTsY6MIcntF-Q,157,GRANDMASTER,I,778,435,240,1,TOP,"[68, 24, 104, 163, 234]"
-01IEzitQhxE_9DDrmVAxEjcPyGGAqdczmNzaL5Ndymojl6EkpH0vdAvyQ,96,GRANDMASTER,I,778,134,89,2,JUNGLE,"[64, 234, 59, 76, 107]"
3V3hwO9PrRvLkLlMJtqWkwme_dZfgV6jwTDAAaTsPzQG8EI,622,GRANDMASTER,I,775,499,269,4,BOTTOM,"[145, 498, 110, 429, 51]"
MeME99XpLUooYL2gHwYQhpj-8ZlgBhNHwfyWqaknUcSvuos,442,GRANDMASTER,I,774,831,440,2,JUNGLE,"[35, 203, 103, 427, 59]"
8Gp5FYVds0tLbsxcNHJGlm0GN5uGs2MY8pki1rdODbJkcCVwb46-K0o8Uw,100,GRANDMASTER,I,774,803,426,1,TOP,"[39, 84, 114, 41, 58]"
v5Bc03dAWXW7hFVa5tJuaw73HKRTa4Co4eN-I-MlwNhRets,124,GRANDMASTER,I,774,132,85,5,UTILITY,"[497, 22, 526, 111, 81]"
H2jCF8W6t1QaVvX1oeyaHtOGlbKaDm4SIXDtMRKb5OaRN_G0o_lduEkP1Q,117,GRANDMASTER,I,773,686,370,5,UTILITY,"[111, 497, 526, 43, 518]"
93BYEYfMSwIImeePX-nwCh0LQY_AOg0TDb2qkNfAT7J5iog,317,GRANDMASTER,I,773,791,415,2,JUNGLE,"[163, 104, 234, 64, 30]"
hUF5R_qrMpK14dUQVxjBgMVRtSaYnciLoe5iguFDkztuZjJxOAj-pU6ftg,129,GRANDMASTER,I,773,226,134,1,TOP,[8]
